id,label,00_raw,01_strip_entity_tag,02_unescape_html,03_remove_urls,04_remove_mentions,05_unwrap_hashtags,06_lowercase,07_expand_contractions,08_squash_elongation,09_strip_symbols,10_normalise_space,11_tokenized,12_numeric_dropped,13_stopwords_removed,14_lemmatized,15_short_dropped,cleaned_text
52,Negative,Just tried @GhostRecon_UK for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,Just tried @GhostRecon_UK for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,Just tried @GhostRecon_UK for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,Just tried @GhostRecon_UK for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,Just tried   for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,Just tried   for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,just tried   for the first time in months and it's still a bug riddled mess. seriously guy just abandon it and move on. it's dead now.,just tried   for the first time in months and it is still a bug riddled mess. seriously guy just abandon it and move on. it is dead now.,just tried  for the first time in months and it is still a bug riddled mess. seriously guy just abandon it and move on. it is dead now.,just tried  for the first time in months and it is still a bug riddled mess  seriously guy just abandon it and move on  it is dead now ,just tried for the first time in months and it is still a bug riddled mess seriously guy just abandon it and move on it is dead now,just tried for the first time in months and it is still a bug riddled mess seriously guy just abandon it and move on it is dead now,just tried for the first time in months and it is still a bug riddled mess seriously guy just abandon it and move on it is dead now,tried first time months still bug riddled mess seriously guy abandon move dead,try first time month still bug riddled mess seriously guy abandon move dead,try first time month still bug riddled mess seriously guy abandon move dead,try first time month still bug riddled mess seriously guy abandon move dead
53,Irrelevant,@ YoyaltyGaming I can't see them.,@ YoyaltyGaming I can't see them.,@ YoyaltyGaming I can't see them.,@ YoyaltyGaming I can't see them.,  I can't see them.,  I can't see them.,  i can't see them.,  i cannot see them.,  i cannot see them.,  i cannot see them ,i cannot see them,i cannot see them,i cannot see them,cannot see,cannot see,cannot see,cannot see
54,Irrelevant,Uh huh pic.facebook.com / bi5qYQfatb,Uh huh pic.facebook.com / bi5qYQfatb,Uh huh pic.facebook.com / bi5qYQfatb,Uh huh  ,Uh huh  ,Uh huh  ,uh huh  ,uh huh  ,uh huh  ,uh huh  ,uh huh,uh huh,uh huh,uh huh,uh huh,uh huh,uh huh
55,Irrelevant#Positive,"than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ","than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ","than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ","than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop!  ","than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop!  ","than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop!  ","than $500 on the aero va oled - award winning design, stunning 4k oled panel, color in front edge of kitchen oven, with i7 core and nvidia core 4. this is a no work from home, create anywhere laptop!  ","than $500 on the aero va oled - award winning design, stunning 4k oled panel, color in front edge of kitchen oven, with i7 core and nvidia core 4. this is a no work from home, create anywhere laptop!  ","than $500 on the aero va oled - award winning design, stunning 4k oled panel, color in front edge of kitchen oven, with i7 core and nvidia core 4. this is a no work from home, create anywhere laptop!  ",than  500 on the aero va oled   award winning design  stunning 4k oled panel  color in front edge of kitchen oven  with i7 core and nvidia core 4  this is a no work from home  create anywhere laptop   ,than 500 on the aero va oled award winning design stunning 4k oled panel color in front edge of kitchen oven with i7 core and nvidia core 4 this is a no work from home create anywhere laptop,than 500 on the aero va oled award winning design stunning 4k oled panel color in front edge of kitchen oven with i7 core and nvidia core 4 this is a no work from home create anywhere laptop,than on the aero va oled award winning design stunning 4k oled panel color in front edge of kitchen oven with i7 core and nvidia core this is a no work from home create anywhere laptop,aero va oled award winning design stunning 4k oled panel color front edge kitchen oven i7 core nvidia core no work home create anywhere laptop,aero va oled award win design stun 4k oled panel color front edge kitchen oven i7 core nvidia core no work home create anywhere laptop,aero va oled award win design stun 4k oled panel color front edge kitchen oven i7 core nvidia core no work home create anywhere laptop,aero va oled award win design stun 4k oled panel color front edge kitchen oven i7 core nvidia core no work home create anywhere laptop
56,Positive,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .,Congratulations guys finally PUBG UNBAN ho gye thnks    thnks all pubg lover .,Congratulations guys finally PUBG UNBAN ho gye thnks    thnks all pubg lover .,congratulations guys finally pubg unban ho gye thnks    thnks all pubg lover .,congratulations guys finally pubg unban ho gye thnks    thnks all pubg lover .,congratulations guys finally pubg unban ho gye thnks  thnks all pubg lover .,congratulations guys finally pubg unban ho gye thnks  thnks all pubg lover  ,congratulations guys finally pubg unban ho gye thnks thnks all pubg lover,congratulations guys finally pubg unban ho gye thnks thnks all pubg lover,congratulations guys finally pubg unban ho gye thnks thnks all pubg lover,congratulations guys finally pubg unban ho gye thnks thnks pubg lover,congratulation guy finally pubg unban ho gye thnks thnks pubg lover,congratulation guy finally pubg unban ho gye thnks thnks pubg lover,congratulation guy finally pubg unban ho gye thnks thnks pubg lover
57,Positive,"A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!","A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!","A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!","A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!","A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via )   im excited!","A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via )   im excited!","a new game racing mode called "" liferun "" will be added to fortnite very effective soon! it will first ever be showcased at pax south in a few extra days.... in this game mode you'll play here as only a red green cross society worker with racing to always save the lives of characters in 4 different missions!. via )   im excited!","a new game racing mode called "" liferun "" will be added to fortnite very effective soon! it will first ever be showcased at pax south in a few extra days.... in this game mode you will play here as only a red green cross society worker with racing to always save the lives of characters in 4 different missions!. via )   i am excited!","a new game racing mode called "" liferun "" will be added to fortnite very effective soon! it will first ever be showcased at pax south in a few extra days.. in this game mode you will play here as only a red green cross society worker with racing to always save the lives of characters in 4 different missions!. via )  i am excited!",a new game racing mode called   liferun   will be added to fortnite very effective soon  it will first ever be showcased at pax south in a few extra days   in this game mode you will play here as only a red green cross society worker with racing to always save the lives of characters in 4 different missions   via    i am excited ,a new game racing mode called liferun will be added to fortnite very effective soon it will first ever be showcased at pax south in a few extra days in this game mode you will play here as only a red green cross society worker with racing to always save the lives of characters in 4 different missions via i am excited,a new game racing mode called liferun will be added to fortnite very effective soon it will first ever be showcased at pax south in a few extra days in this game mode you will play here as only a red green cross society worker with racing to always save the lives of characters in 4 different missions via i am excited,a new game racing mode called liferun will be added to fortnite very effective soon it will first ever be showcased at pax south in a few extra days in this game mode you will play here as only a red green cross society worker with racing to always save the lives of characters in different missions via i am excited,new game racing mode called liferun added fortnite very effective soon first ever showcased pax south extra days game mode play red green cross society worker racing always save lives characters different missions excited,new game race mode call liferun add fortnite very effective soon first ever showcased pax south extra day game mode play red green cross society worker race always save live character different mission excite,new game race mode call liferun add fortnite very effective soon first ever showcased pax south extra day game mode play red green cross society worker race always save live character different mission excite,new game race mode call liferun add fortnite very effective soon first ever showcased pax south extra day game mode play red green cross society worker race always save live character different mission excite
58,Negative,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) theverge.com / 2020 / 2 / 3 / 21120...,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) theverge.com / 2020 / 2 / 3 / 21120...,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) theverge.com / 2020 / 2 / 3 / 21120...,Microsoft falls after Microsoft forgot to issue a certificate: -)))))))   / 2 / 3 / 21120...,Microsoft falls after Microsoft forgot to issue a certificate: -)))))))   / 2 / 3 / 21120...,Microsoft falls after Microsoft forgot to issue a certificate: -)))))))   / 2 / 3 / 21120...,microsoft falls after microsoft forgot to issue a certificate: -)))))))   / 2 / 3 / 21120...,microsoft falls after microsoft forgot to issue a certificate: -)))))))   / 2 / 3 / 21120...,microsoft falls after microsoft forgot to issue a certificate: -))  / 2 / 3 / 21120..,microsoft falls after microsoft forgot to issue a certificate         2   3   21120  ,microsoft falls after microsoft forgot to issue a certificate 2 3 21120,microsoft falls after microsoft forgot to issue a certificate 2 3 21120,microsoft falls after microsoft forgot to issue a certificate,microsoft falls microsoft forgot issue certificate,microsoft fall microsoft forgot issue certificate,microsoft fall microsoft forgot issue certificate,microsoft fall microsoft forgot issue certificate
59,Positive,"New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.","New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.","New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.","New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.","New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.","New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.","new borderlands ports on switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get bioshock collection soon.","new borderlands ports on switch are so good, 100% gave no complaints, definitely worth it, cannot wait to get bioshock collection soon.","new borderlands ports on switch are so good, 100% gave no complaints, definitely worth it, cannot wait to get bioshock collection soon.",new borderlands ports on switch are so good  100  gave no complaints  definitely worth it  cannot wait to get bioshock collection soon ,new borderlands ports on switch are so good 100 gave no complaints definitely worth it cannot wait to get bioshock collection soon,new borderlands ports on switch are so good 100 gave no complaints definitely worth it cannot wait to get bioshock collection soon,new borderlands ports on switch are so good gave no complaints definitely worth it cannot wait to get bioshock collection soon,new borderlands ports switch good gave no complaints definitely worth cannot wait get bioshock collection soon,new borderlands ports switch good give no complaint definitely worth cannot wait get bioshock collection soon,new borderlands ports switch good give no complaint definitely worth cannot wait get bioshock collection soon,new borderlands ports switch good give no complaint definitely worth cannot wait get bioshock collection soon
60,Negative,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,I ’ m really bummed that   is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,I ’ m really bummed that   is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,i ’ m really bummed that   is only first person. 5 i think your 3rd person is always leading the move forward for successful side story games. the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 this is going to hurt me their success,i ’ m really bummed that   is only first person. 5 i think your 3rd person is always leading the move forward for successful side story games. the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 this is going to hurt me their success,i ’ m really bummed that  is only first person. 5 i think your 3rd person is always leading the move forward for successful side story games. the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 this is going to hurt me their success,i   m really bummed that  is only first person  5 i think your 3rd person is always leading the move forward for successful side story games  the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details  4 this is going to hurt me their success,i m really bummed that is only first person 5 i think your 3rd person is always leading the move forward for successful side story games the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details 4 this is going to hurt me their success,i m really bummed that is only first person 5 i think your 3rd person is always leading the move forward for successful side story games the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details 4 this is going to hurt me their success,i m really bummed that is only first person i think your 3rd person is always leading the move forward for successful side story games the camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details this is going to hurt me their success,really bummed first person think 3rd person always leading move forward successful side story games camera angles playing really seems awkward leave game constantly struggling enjoy surrounding details going hurt success,really bum first person think 3rd person always lead move forward successful side story game camera angle play really seem awkward leave game constantly struggle enjoy surround detail go hurt success,really bum first person think 3rd person always lead move forward successful side story game camera angle play really seem awkward leave game constantly struggle enjoy surround detail go hurt success,really bum first person think 3rd person always lead move forward successful side story game camera angle play really seem awkward leave game constantly struggle enjoy surround detail go hurt success
61,Irrelevant,"Scump, Simp, Loony, Slacked","Scump, Simp, Loony, Slacked","Scump, Simp, Loony, Slacked","Scump, Simp, Loony, Slacked","Scump, Simp, Loony, Slacked","Scump, Simp, Loony, Slacked","scump, simp, loony, slacked","scump, simp, loony, slacked","scump, simp, loony, slacked",scump  simp  loony  slacked,scump simp loony slacked,scump simp loony slacked,scump simp loony slacked,scump simp loony slacked,scump simp loony slack,scump simp loony slack,scump simp loony slack
62,Positive,"It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard @nvidia represents a big one.","It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard @nvidia represents a big one.","It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard @nvidia represents a big one.","It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard @nvidia represents a big one.","It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard   represents a big one.","It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard   represents a big one.","it's take a while, but great to see the rtx real-time ray tracing technology lent out to even more mainstream games. the addition aboard   represents a big one.","it is take a while, but great to see the rtx real-time ray tracing technology lent out to even more mainstream games. the addition aboard   represents a big one.","it is take a while, but great to see the rtx real-time ray tracing technology lent out to even more mainstream games. the addition aboard  represents a big one.",it is take a while  but great to see the rtx real time ray tracing technology lent out to even more mainstream games  the addition aboard  represents a big one ,it is take a while but great to see the rtx real time ray tracing technology lent out to even more mainstream games the addition aboard represents a big one,it is take a while but great to see the rtx real time ray tracing technology lent out to even more mainstream games the addition aboard represents a big one,it is take a while but great to see the rtx real time ray tracing technology lent out to even more mainstream games the addition aboard represents a big one,take but great see rtx real time ray tracing technology lent even mainstream games addition aboard represents big one,take but great see rtx real time ray trace technology lend even mainstream game addition aboard represent big one,take but great see rtx real time ray trace technology lend even mainstream game addition aboard represent big one,take but great see rtx real time ray trace technology lend even mainstream game addition aboard represent big one
63,Negative,@CallofDuty has gotten over 156GB. . . Absolutely pathetic.,@CallofDuty has gotten over 156GB. . . Absolutely pathetic.,@CallofDuty has gotten over 156GB. . . Absolutely pathetic.,@CallofDuty has gotten over 156GB. . . Absolutely pathetic.,  has gotten over 156GB. . . Absolutely pathetic.,  has gotten over 156GB. . . Absolutely pathetic.,  has gotten over 156gb. . . absolutely pathetic.,  has gotten over 156gb. . . absolutely pathetic.,  has gotten over 156gb. . . absolutely pathetic.,  has gotten over 156gb      absolutely pathetic ,has gotten over 156gb absolutely pathetic,has gotten over 156gb absolutely pathetic,has gotten over 156gb absolutely pathetic,gotten over 156gb absolutely pathetic,gotten over 156gb absolutely pathetic,gotten over 156gb absolutely pathetic,gotten over 156gb absolutely pathetic
64,Positive,"The new @ PlayHearthstone expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","The new @ PlayHearthstone expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","The new @ PlayHearthstone expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","The new @ PlayHearthstone expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","The new   expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","The new   expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","the new   expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","the new   expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.","the new  expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.",the new  expansion looks like it will add some really fun cards  and the old gods were my favorite expansion ,the new expansion looks like it will add some really fun cards and the old gods were my favorite expansion,the new expansion looks like it will add some really fun cards and the old gods were my favorite expansion,the new expansion looks like it will add some really fun cards and the old gods were my favorite expansion,new expansion looks like add really fun cards old gods favorite expansion,new expansion look like add really fun card old god favorite expansion,new expansion look like add really fun card old god favorite expansion,new expansion look like add really fun card old god favorite expansion
65,Negative,@saquon you peep with ball carrier vision? They hurt 🤦. ‍.,@saquon you peep with ball carrier vision? They hurt 🤦. ‍.,@saquon you peep with ball carrier vision? They hurt 🤦. ‍.,@saquon you peep with ball carrier vision? They hurt 🤦. ‍.,  you peep with ball carrier vision? They hurt 🤦. ‍.,  you peep with ball carrier vision? They hurt 🤦. ‍.,  you peep with ball carrier vision? they hurt 🤦. ‍.,  you peep with ball carrier vision? they hurt 🤦. ‍.,  you peep with ball carrier vision? they hurt 🤦. ‍.,  you peep with ball carrier vision  they hurt      ,you peep with ball carrier vision they hurt,you peep with ball carrier vision they hurt,you peep with ball carrier vision they hurt,peep ball carrier vision hurt,peep ball carrier vision hurt,peep ball carrier vision hurt,peep ball carrier vision hurt
66,Neutral#Positive,Found this perfect setting for Zeus,Found this perfect setting for Zeus,Found this perfect setting for Zeus,Found this perfect setting for Zeus,Found this perfect setting for Zeus,Found this perfect setting for Zeus,found this perfect setting for zeus,found this perfect setting for zeus,found this perfect setting for zeus,found this perfect setting for zeus,found this perfect setting for zeus,found this perfect setting for zeus,found this perfect setting for zeus,found perfect setting zeus,find perfect set zeus,find perfect set zeus,find perfect set zeus
67,Irrelevant#Positive,. Is beautiful @GhostRecon..,. Is beautiful @GhostRecon..,. Is beautiful @GhostRecon..,. Is beautiful @GhostRecon..,. Is beautiful  ..,. Is beautiful  ..,. is beautiful  ..,. is beautiful  ..,. is beautiful  ..,  is beautiful    ,is beautiful,is beautiful,is beautiful,beautiful,beautiful,beautiful,beautiful
68,Positive,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,happy happy monday!!! tonight we will be streaming me playing league of legends and learning characters through aram!! can’t hope will see you all!,happy happy monday!!! tonight we will be streaming me playing league of legends and learning characters through aram!! cannot hope will see you all!,happy happy monday!! tonight we will be streaming me playing league of legends and learning characters through aram!! cannot hope will see you all!,happy happy monday   tonight we will be streaming me playing league of legends and learning characters through aram   cannot hope will see you all ,happy happy monday tonight we will be streaming me playing league of legends and learning characters through aram cannot hope will see you all,happy happy monday tonight we will be streaming me playing league of legends and learning characters through aram cannot hope will see you all,happy happy monday tonight we will be streaming me playing league of legends and learning characters through aram cannot hope will see you all,happy happy monday tonight streaming playing league legends learning characters aram cannot hope see,happy happy monday tonight stream play league legends learn character aram cannot hope see,happy happy monday tonight stream play league legends learn character aram cannot hope see,happy happy monday tonight stream play league legends learn character aram cannot hope see
69,Positive,"A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]","A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]","A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]","A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]","A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]","A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]","a second and a half not watching it, i finally beat red dead redemption iii, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. can’t wait to seriously play rdr1 now for the first time.<unk>]","a second and a half not watching it, i finally beat red dead redemption iii, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. cannot wait to seriously play rdr1 now for the first time.<unk>]","a second and a half not watching it, i finally beat red dead redemption ii, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. cannot wait to seriously play rdr1 now for the first time.<unk>]",a second and a half not watching it  i finally beat red dead redemption ii  a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace  cannot wait to seriously play rdr1 now for the first time  unk  ,a second and a half not watching it i finally beat red dead redemption ii a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace cannot wait to seriously play rdr1 now for the first time unk,a second and a half not watching it i finally beat red dead redemption ii a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace cannot wait to seriously play rdr 1 now for the first time unk,a second and a half not watching it i finally beat red dead redemption ii a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace cannot wait to seriously play rdr now for the first time unk,second half not watching finally beat red dead redemption ii wonderfully rich game kills fantastic storyline constantly fight deliberate controls molasses coated pace cannot wait seriously play rdr first time unk,second half not watch finally beat red dead redemption ii wonderfully rich game kill fantastic storyline constantly fight deliberate control molasses coat pace cannot wait seriously play rdr first time unk,second half not watch finally beat red dead redemption ii wonderfully rich game kill fantastic storyline constantly fight deliberate control molasses coat pace cannot wait seriously play rdr first time unk,second half not watch finally beat red dead redemption ii wonderfully rich game kill fantastic storyline constantly fight deliberate control molasses coat pace cannot wait seriously play rdr first time unk
70,Negative,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s... thevaccinereaction.org/2020/10/20-vol…,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s... thevaccinereaction.org/2020/10/20-vol…,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s... thevaccinereaction.org/2020/10/20-vol…,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s...  ,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s...  ,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s...  ,20 volunteers suffer negative response to johnson gary johnson’s...  ,20 volunteers suffer negative response to johnson gary johnson’s...  ,20 volunteers suffer negative response to johnson gary johnson’s..  ,20 volunteers suffer negative response to johnson gary johnson s    ,20 volunteers suffer negative response to johnson gary johnson s,20 volunteers suffer negative response to johnson gary johnson s,volunteers suffer negative response to johnson gary johnson s,volunteers suffer negative response johnson gary johnson,volunteer suffer negative response johnson gary johnson,volunteer suffer negative response johnson gary johnson,volunteer suffer negative response johnson gary johnson
71,Positive,Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),come watch my buddy vinny and i for some bad gameplay and even worse jokes! rocket league! call of duty warzone!  streaming till 2am maybe later! come hang out :),come watch my buddy vinny and i for some bad gameplay and even worse jokes! rocket league! call of duty warzone!  streaming till 2am maybe later! come hang out :),come watch my buddy vinny and i for some bad gameplay and even worse jokes! rocket league! call of duty warzone!  streaming till 2am maybe later! come hang out :),come watch my buddy vinny and i for some bad gameplay and even worse jokes  rocket league  call of duty warzone   streaming till 2am maybe later  come hang out   ,come watch my buddy vinny and i for some bad gameplay and even worse jokes rocket league call of duty warzone streaming till 2am maybe later come hang out,come watch my buddy vinny and i for some bad gameplay and even worse jokes rocket league call of duty warzone streaming till 2am maybe later come hang out,come watch my buddy vinny and i for some bad gameplay and even worse jokes rocket league call of duty warzone streaming till 2am maybe later come hang out,come watch buddy vinny bad gameplay even worse jokes rocket league call duty warzone streaming till 2am maybe later come hang,come watch buddy vinny bad gameplay even bad joke rocket league call duty warzone streaming till 2am maybe later come hang,come watch buddy vinny bad gameplay even bad joke rocket league call duty warzone streaming till 2am maybe later come hang,come watch buddy vinny bad gameplay even bad joke rocket league call duty warzone streaming till 2am maybe later come hang
